Type,Subtype,Name,File,RawX,RawY,RawZ,id,Drop,LootSpawnInfo,SpawnConditions,Clazz
spawner,spawner,shinySmallChestLootSpawner,Assets/worlds/isolaSacra/hills/hillsA/coastTower/beastAndBoarskinAndTanth/interactives/interactives.unity,4146646,2024194,-1674040,"1948418287,1158434287,-379031629,1377456447","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,npcDuelist,Assets/worlds/isolaSacra/outskirts/outskirtsA/vignettes/vignettes.unity,7022678,3464841,9207181,"1948436020,1169925938,-211464532,290583231","","","",Moon.Forsaken.NpcInstance
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,14205283,3511176,5354078,"1949119990,1112536095,-692606293,-960048176","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,risenNormalEnemySpawner (2-4p),Assets/worlds/isolaSacra/outskirts/outskirtsA/westBonfireTower/risen/interactives/interactives.unity,4851127,2269511,10373241,"1949457554,1229326266,438380713,-28086380","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
npc,enemies,boarskinNormalEnemySpawner (3-4p),Assets/worlds/isolaSacra/mountainPass/mountainPassA/firePit/boarskin/interactives/interactives.unity,28472116,8090419,21776958,"1949632244,1250578272,-1431648833,-806703581","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Boarskin"",""Normal""],""noneTags"":[""Ranged""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
herb,lithops,lithopsHerbView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,15385723,2298176,1589226,"1950034804,1223787239,-1683641968,341560998","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2460116408179348514""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2690174942439099494""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
herb,dracaena,dracaenaHerbView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,19464718,3243077,22044460,"1951138663,1218551705,1592085910,-1083510764","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,enemies,npcBalakTawGuardAttentionBow,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/interactives/interactives.unity,15029579,6376448,27495194,"195293964,1202267622,-1888652381,-1891113759","","","{""requiredSpawnConditions"":{""questSteps"":[{""questGuid"":""689044413925321981"",""state"":""Completed"",""conditionType"":""And""}],""quests"":[],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":null,""respawnConditions"":null}",Moon.Forsaken.NpcInstance
npc,npc_other,fisherFriendBGenericData,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,9949494,2714388,14855751,"1953609593,1283995213,-1847395177,-679752480","","","",Moon.Forsaken.NpcInstance
interactible,ladder,kickdownLadder,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,29888152,5694095,19110100,"1953762820,1183860365,2093188775,1466247844","","","",Moon.Forsaken.LadderView
npc,animal,crittersEnemySpawner,Assets/worlds/isolaSacra/hills/hillsA/arenaApproach/beastAndBoarskinAndTanth/interactives/interactives.unity,16024863,3941990,-7431782,"1956696921,1188203090,-2138376052,-622614794","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Critters""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,animal,npcBoar,Assets/worlds/isolaSacra/hills/hillsA/eastBeach/beastAndBoarskinAndTanth/interactives/interactives.unity,15087043,2392872,276561,"1958479472,1178248922,-7951474,-32938774","","","",Moon.Forsaken.NpcInstance
food,potato,potatoesAView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,29519978,6739780,13876417,"195920006,1082929286,2142624926,2030117762","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""2021943158973951263""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
wood,birch,birchGreenCView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,13690866,3452431,-9096679,"1960057283,1074243016,1080086958,610000723","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3703354541582648915""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1901150899890273318""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
whisper,whisper,cerimWhisperSpotView,Assets/worlds/isolaSacra/hills/hillsA/interactives/interactives.unity,16068182,2294740,-1842527,"1962912142,1248396474,-509022559,429417394","","","",Moon.Forsaken.CerimWhisperView
herb,artemisia,artemisiaHerbView,Assets/worlds/isolaSacra/fortress/fortressA/loot/loot.unity,4696592,895405,5595746,"1963343070,1076524391,-111127923,-1425991087","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2271648021907577248""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""3240160386219145278""],""filterPool"":[]},{""specificItem"":[""4557901951379879815""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,enemies,npcBalakTawSpectator,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/interactives/interactives.unity,16515072,5934307,25606224,"1964530703,1284060418,-154684248,-1813795310","","","",Moon.Forsaken.NpcInstance
npc,enemies,risenEliteEnemySpawner,Assets/worlds/isolaSacra/outskirts/outskirtsA/eastLoop/risen/interactives/interactives.unity,4201513,2374369,4150395,"1967476,1276612710,84383134,-1707837599","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Elite""],""noneTags"":[""Plagued""],""spawnConditions"":[]}","",.DynamicSpawner
interactible,ladder,kickdownLadder,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,29235056,5766709,16214958,"1968804628,1161890251,-1747515223,79106174","","","",Moon.Forsaken.LadderView
npc,enemies,tanthNormalEnemySpawner,Assets/worlds/isolaSacra/hills/hillsA/northBackRoad/beastAndBoarskinAndTanth/interactives/interactives.unity,11638767,4142530,789900,"1969643291,1324363262,2050163365,1236292008","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Tanth"",""Normal""],""noneTags"":[""Ranged""],""spawnConditions"":[]}","",.DynamicSpawner
ore,silver,silverOreResourceView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,14048785,2180601,-938542,"1970993559,1243102505,-1899748447,399396157","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3172688301877486470""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
destructible,wall,destructibleWoodenWallAOutskirtsView,Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,17052992,3713269,31329812,"1971266715,1215218912,-2147251535,-1448430252","","","",Moon.Forsaken.DestructibleView
herb,artemisia,artemisiaHerbView,Assets/worlds/isolaSacra/outskirts/outskirtsA/loot/loot.unity,10011428,2739889,5856981,"1972397531,1303382308,-2134528382,-2103646045","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2271648021907577248""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""3240160386219145278""],""filterPool"":[]},{""specificItem"":[""4557901951379879815""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/hills/hillsA/lumberyardTerrace/beastAndBoarskinAndTanth/interactives/interactives.unity,12941820,5566530,-7769216,"1972480492,1219299309,-762040447,-70950127","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/fortress/fortressA/gateApproach/risenB/interactives/interactives.unity,1903479,1659165,5093080,"1972538336,1323202908,-1136743799,1470393994","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Shiny""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
ore,iron,ironOreResourceView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,33386594,6900144,24884346,"1973152143,1185260834,-1575220863,1736950435","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""996809264675242694""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
interactible,lever,elevatorTopLever,Assets/worlds/isolaSacra/fortress/fortressA/interactives/interactives.unity,3518386,2438747,7365906,"1973799257,1265566731,521337749,-1762163712","","","",Moon.Forsaken.LeverView
spawner,spawner,apples (8),Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,4807983,4055846,-4888273,"1974249068,1236058787,-60505214,949957162","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":2,""count"":3}],""items"":[{""specificItem"":[""1696602935383325774""],""filterPool"":[]}]}]}","","",Moon.Forsaken.ContainerView
interactible,platform,windMillWheel,Assets/worlds/isolaSacra/hills/hillsA/interactives/interactives.unity,11812814,4535798,2718919,"1974659602,1106287060,-99707499,-1492228731","","","",Moon.Forsaken.MovingPlatformView
wood,pine,log1PineMediumDPickupView,Assets/worlds/isolaSacra/sacrament/sacramentA/artFarmArea/artFarmArea.unity,23869502,3146639,11872628,"1976212480,1225974216,-502249571,-1146047025","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3191183561878509088""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1370552893263282844""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
npc,enemies,risenNormalEnemySpawner,Assets/worlds/isolaSacra/outskirts/outskirtsA/upperCentral/risen/interactives/interactives.unity,7892641,3758489,8539996,"1977873900,1225605959,1054306979,-11891729","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal""],""noneTags"":[""Ranged"",""Armor""],""spawnConditions"":[]}","",.DynamicSpawner
digging,digging,tier3DigSpotDirtAView (5),Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,9733144,3679190,-7481655,"1978606858,1270330250,-1891278444,-1044372117","{""groups"":[{""chances"":[{""chance"":70,""count"":1},{""chance"":25,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Root""]},{""specificItem"":[],""filterPool"":[""Weapon""]},{""specificItem"":[],""filterPool"":[""Component""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[""3070838133503008000""],""filterPool"":[]},{""specificItem"":[],""filterPool"":[]}]}]}","","",Moon.Forsaken.DigSpotView
herb,dracaena,dracaenaHerbView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,15706732,3490245,-10182970,"1981125073,1089817523,540269716,-1621742276","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,enemies,tanthNormalEnemySpawner (2-4p),Assets/worlds/isolaSacra/hills/hillsA/quarry/beastAndBoarskinAndTanth/interactives/interactives.unity,10829824,5006061,-11173233,"1982282286,1266990025,-1746456946,720124001","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Tanth"",""Normal""],""noneTags"":[""Ranged""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
food,horseshoe_crab,horseshoeCrabView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,12764559,756824,992024,"1982489020,1339817526,-149669757,-1562633434","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""3471571811583308745""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/prisonCells/plaguedHumanAndBoarskin/interactives/interactives.unity,36097228,6372283,23940958,"1982680473,1140435540,-857779546,1457939678","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Shiny""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,mediumChestSmallChestLootSpawner,Assets/worlds/isolaSacra/fortress/fortressA/cathedral/risenB/interactives/interactives.unity,-2724987,2291641,5570560,"1983044871,1084904505,-1353334623,1772415806","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""MediumChest"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,shinySmallChestLootSpawner,Assets/worlds/isolaSacra/fortress/fortressA/westTower/risenB/interactives/interactives.unity,-4719247,891470,4094034,"1983676578,1280722496,-1607489920,1165801252","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/fortress/fortressA/westBridge/risenB/interactives/interactives.unity,-6054399,2337959,6096030,"198645211,1266838796,6375355,122214880","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
digging,digging,tier2DigSpotDirtAView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,5569183,3804168,-2048196,"1988634754,1295958555,-817564994,1341266829","{""groups"":[{""chances"":[{""chance"":70,""count"":1},{""chance"":25,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Root""]},{""specificItem"":[],""filterPool"":[""Weapon""]},{""specificItem"":[],""filterPool"":[""Component""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[""3070838133503008000""],""filterPool"":[]},{""specificItem"":[],""filterPool"":[]}]}]}","","",Moon.Forsaken.DigSpotView
npc,enemies,boarskinNormalEnemySpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/firePit/plaguedHumanAndBoarskin/interactives/interactives.unity,27169914,7524647,20622868,"1989104311,1184005281,1232284051,-2117312441","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Boarskin"",""Normal""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/quarryEntrance/plaguedHumanAndBoarskin/interactives/interactives.unity,33775364,6195312,17303714,"199006857,1322667308,-718535755,-780431107","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
interactible,entrance,teleportTriggerToHillSCaveBNorth,Assets/worlds/isolaSacra/hills/hillsA/interactives/interactives.unity,13773046,955514,-1504706,"1990725322,1249145368,1201695122,-1450578590","","","",Moon.Forsaken.TriggerZoneView
food,tomato,tomatoAPickupView (2),Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,18716370,3506636,34558152,"1991015421,1261731718,-1147717186,1135069415","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""4122645235203468911""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
interactible,ladder,kickdownLadder,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,24831394,5289279,14253884,"1993127128,1342107441,-2040956499,1049063175","","","",Moon.Forsaken.LadderView
spawner,spawner,apples (1),Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,6140723,4520239,-4522508,"1995002398,1274306530,1918948496,1887664226","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":2,""count"":3}],""items"":[{""specificItem"":[""1696602935383325774""],""filterPool"":[]}]}]}","","",Moon.Forsaken.ContainerView
food,tomato,tomatoAView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,15728247,3878167,25849298,"199637282,1190265436,678153099,-1429475137","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""4122645235203468911""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,npc_other,npcGuardLearl,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,11512709,3704977,7754875,"1997532168,1214026609,-342060158,2091246051","","","{""requiredSpawnConditions"":{""questSteps"":[{""questGuid"":""3714192901968154390"",""state"":""Completed"",""conditionType"":""And""}],""quests"":[],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":null,""respawnConditions"":null}",Moon.Forsaken.NpcInstance
spawner,spawner,mediumChestSmallChestLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/quarryBottom/plaguedHumanAndBoarskin/interactives/interactives.unity,32245678,6493616,20292568,"1998315957,1264965261,209625744,-2084115073","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""MediumChest"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,npc_other,npcCarolineQuestKickoff,Assets/activities/npcActivities/danosActivities/vendorUpgrades/gordon/level3/level3/interactives/interactives.unity,10944836,3128688,9645125,"20010886,1313520375,566326414,258910289","","","{""requiredSpawnConditions"":{""questSteps"":[{""questGuid"":""181637750654751853"",""state"":""Completed"",""conditionType"":""And""}],""quests"":[],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":{""questSteps"":[],""quests"":[{""questGuid"":""690609120265903575"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""respawnConditions"":null}",Moon.Forsaken.NpcInstance
npc,npc_other,npcWinnickPostDarak,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,14074512,4237558,15014953,"2001092200,1230178279,947253933,-273245229","","","{""requiredSpawnConditions"":{""questSteps"":[{""questGuid"":""1911867126368586017"",""state"":""Completed"",""conditionType"":""And""}],""quests"":[{""questGuid"":""2344511009826408226"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""disableConditions"":{""questSteps"":[{""questGuid"":""1349081932675320527"",""state"":""Completed"",""conditionType"":""And""}],""quests"":[],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""respawnConditions"":null}",Moon.Forsaken.NpcInstance
spawner,spawner,smallChestLootSpawner,Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,19929786,4128154,33371132,"2003927803,1257744795,964539816,-1978283854","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,14391968,4980211,29470490,"2004877912,1097193593,-728866929,-1847595452","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,boarskinNormalMeleeEnemySpawner,Assets/worlds/isolaSacra/hills/hillsA/farm/beastAndBoarskinAndTanth/interactives/interactives.unity,5674107,3783210,-2151547,"2006203043,1135758371,108054435,-1164106377","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Boarskin"",""Normal"",""Melee""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
wood,birch,birchHView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,15719204,3867647,25536872,"2008718490,1235252677,1538281898,-2065686217","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3703354541582648915""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1901150899890273318""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
ore,silver,silverOreResourceView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,6166101,4009492,-4991549,"2008809479,1081338206,1450834359,141808829","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3172688301877486470""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
wood,spruce,spruceCView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,29700298,6754579,13921119,"2009502828,1332371594,147722386,-28929500","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""2466785325384271848""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""3062785446694052011""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
npc,enemies,boarskinNormalEnemySpawner (3-4p),Assets/worlds/isolaSacra/mountainPass/mountainPassA/firePit/plaguedHumanAndBoarskin/interactives/interactives.unity,29773660,7266214,21085552,"2009809773,1092688740,-819553890,1322885078","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Boarskin"",""Normal""],""noneTags"":[""Armor"",""Shield""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
interactible,ladder,ladderExpand,Assets/worlds/isolaSacra/sacrament/sacramentA/interactives/interactives.unity,17472726,2268856,12346928,"2011186952,1080399577,2092904594,233533890","","","",Moon.Forsaken.LadderView
interactible,readable,readableViewPosterGeneric,Assets/worlds/isolaSacra/sacrament/sacramentA/interactivesLoreItems/interactivesLoreItems.unity,16652620,4331429,12903755,"2011996129,1173374301,-1762990187,714479755","","","",Moon.Forsaken.GeneralReadableView
fishing,trout,troutFishingSpotPickupView (5),Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,28582216,5390336,20426916,"2015270499,1320615513,-1040389719,-686918710","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""402846414938053789""],""filterPool"":[]}]},{""chances"":[{""chance"":70,""count"":0},{""chance"":30,""count"":1}],""items"":[{""specificItem"":[""163932043211063097""],""filterPool"":[]}]},{""chances"":[{""chance"":80,""count"":0},{""chance"":10,""count"":1},{""chance"":5,""count"":2},{""chance"":3,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[],""filterPool"":[""Gear""]},{""specificItem"":[],""filterPool"":[""Ring""]}]}]}","","",Moon.Forsaken.FarmableResourceView
interactible,ladder,ladder,Assets/worlds/isolaSacra/hills/hillsA/interactives/interactives.unity,10537246,3953006,-3422035,"2015337655,1186363520,-962859135,1610416158","","","",Moon.Forsaken.LadderView
npc,animal,npcBoar,Assets/worlds/isolaSacra/hills/hillsA/entranceCrossroads/beastAndBoarskinAndTanth/interactives/interactives.unity,10477753,3371171,2896627,"2015956792,1194459759,1990507137,1956032138","","","",Moon.Forsaken.NpcInstance
npc,enemies,beastNormalSwimmingEnemySpawner,Assets/worlds/isolaSacra/coast/coastA/fortressApproach/beastAndRisen/interactives/interactives.unity,-2828192,1187320,1603583,"2016943066,1328931353,1584595640,616451409","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Beast"",""Normal"",""Swimming""],""noneTags"":[""Critters"",""Elite"",""Giant""],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,largeChestSpecialChestLootSpawner,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/centralArea/default/interactives/interactives.unity,13108423,4749825,23071752,"2017995415,1226380507,634095002,1556857187","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""LargeChest"",""SpecialChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
herb,lithops,lithopsHerbView,Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/artIrmgard/artIrmgard.unity,16806826,4146821,36691072,"2021011752,1132895520,1711033736,1102166185","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2460116408179348514""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2690174942439099494""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
